name,rank,first_year,last_year,first_version,last_version,status,confidence,change_type,proposal,resolves_to,destinations,note
Siphoviridae,family,2005,2020,MSL23,MSL36,split,ambiguous,,,,no family (class only) (87%); Casjensviridae (1%); Stanwilliamsviridae (1%); Casidaviridae (1%); Jeanschmidtviridae (1%); Mesyanzhinovviridae (1%); Vilmaviridae (1%); Colingsworthviridae (1%); Sarkviridae (1%); Aliceevansviridae (1%); Duneviridae (1%); Hodgkinviridae (1%); Stackebrandtviridae (1%); Zierdtviridae (1%); Leisingerviridae (0%); Demerecviridae (0%); Ehrlichviridae (0%),"Siphoviridae (MSL36) was split; its members are distributed across 16 taxa in MSL40: Casjensviridae (1%), Stanwilliamsviridae (1%), Casidaviridae (1%), Jeanschmidtviridae (1%).... 87% now have no family assignment. A species-level answer needs the genome."
Skuldviridae,family,2022,2024,MSL38,MSL40,current,current,,,,,
Smacoviridae,family,2017,2024,MSL32,MSL40,current,current,,,,,
Soleiviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Solemoviridae,family,2017,2024,MSL32,MSL40,current,current,,,,,
Solinviviridae,family,2016,2024,MSL31,MSL40,current,current,,,,,
Solspiviridae,family,2020,2024,MSL36,MSL40,current,current,,,,,
Soropartitiviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Speroviridae,family,2022,2024,MSL38,MSL40,current,current,,,,,
Sphaerolipoviridae,family,2014,2024,MSL29,MSL40,current,current,,,,,
Spiciviridae,family,2023,2024,MSL39,MSL40,current,current,,,,,
Spinareoviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Spiraviridae,family,2013,2024,MSL28,MSL40,current,current,,,,,
Splipalmiviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Sputniviroviridae,family,2023,2024,MSL39,MSL40,current,current,,,,,
Stackebrandtviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Stanwilliamsviridae,family,2022,2024,MSL38,MSL40,current,current,,,,,
Steigviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Steitzviridae,family,2020,2024,MSL36,MSL40,current,current,,,,,
Straboviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Sunviridae,family,2015,2024,MSL30,MSL40,current,current,,,,,
Suolaviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Suoliviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Tectiviridae,family,2005,2024,MSL23,MSL40,current,current,,,,,
Tetraviridae,family,2005,2009,MSL23,MSL25,renamed,genus-inferred,,,Alphatetraviridae,Alphatetraviridae (100%),Tetraviridae (MSL25) maps to Alphatetraviridae in MSL40 (100% of members).
Thalassapleoviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Thaspiviridae,family,2019,2024,MSL35,MSL40,current,current,,,,,
Tobaniviridae,family,2018,2024,MSL33,MSL40,current,current,,,,,
Togaviridae,family,2005,2024,MSL23,MSL40,current,current,,,,,
Tolecusatellitidae,family,2016,2024,MSL31,MSL40,current,current,,,,,
Tombusviridae,family,2005,2024,MSL23,MSL40,current,current,,,,,
Tomosaviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Tonesaviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Tosoviridae,family,2022,2024,MSL38,MSL40,current,current,,,,,
Tospoviridae,family,2016,2024,MSL31,MSL40,current,current,,,,,
Totiviridae,family,2005,2022,MSL23,MSL38,renamed,exact,Renamed,2023.015F.Ghabrivirales_reorg.zip;2023.015FX.Ghabrivirales_reorg_Error_correction.zip,Orthototiviridae,Orthototiviridae (100%),ICTV renamed Totiviridae to Orthototiviridae by MSL40 (Renamed).
Toyamaviridae,family,2023,2024,MSL39,MSL40,current,current,,,,,
Trautnerviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Trimbiviridae,family,2023,2024,MSL39,MSL40,current,current,,,,,
Tristromaviridae,family,2016,2024,MSL31,MSL40,current,current,,,,,
Tulasviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Turriviridae,family,2013,2024,MSL28,MSL40,current,current,,,,,
Tymoviridae,family,2005,2024,MSL23,MSL40,current,current,,,,,
Umezonoviridae,family,2023,2024,MSL39,MSL40,current,current,,,,,
Unambiviridae,family,2023,2024,MSL39,MSL40,current,current,,,,,
Ungulaviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Usuviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Vandenendeviridae,family,2024,2024,MSL40,MSL40,current,current,,,,,
Verdandiviridae,family,2022,2024,MSL38,MSL40,current,current,,,,,
Vertoviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Vilmaviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Vilyaviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Virgaviridae,family,2009,2024,MSL25,MSL40,current,current,,,,,
Winoviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Wupedeviridae,family,2018,2024,MSL33,MSL40,current,current,,,,,
Xinmoviridae,family,2018,2024,MSL33,MSL40,current,current,,,,,
Yadokariviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Yadonushiviridae,family,2023,2024,MSL39,MSL40,current,current,,,,,
Yangangviridae,family,2022,2024,MSL38,MSL40,current,current,,,,,
Yanlukaviridae,family,2022,2024,MSL38,MSL40,current,current,,,,,
Yaraviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Yueviridae,family,2018,2024,MSL33,MSL40,current,current,,,,,
Zierdtviridae,family,2021,2024,MSL37,MSL40,current,current,,,,,
Zobellviridae,family,2020,2024,MSL36,MSL40,current,current,,,,,
"""L5-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""Lambda-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""Mu-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""N15-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""N4-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""P1-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""P2-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""P22-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""Phi29-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""PhiC31-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""PhiH-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""PsiM1-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""SPO1-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""T1-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""T4-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""T5-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""T7-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
"""c2-like viruses""",genus,2008,2008,MSL24,MSL24,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
3alikevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
77likevirus,genus,2014,2014,MSL29,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
AHJD-like viruses,genus,2009,2011,MSL25,MSL26,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Aalivirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Aarhusvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Aastrivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ab18virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Abaiavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Abakapovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Abbeymikolonvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Aberdnavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Abidjanvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Abouovirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Acadevirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Acadianvirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Acajnonavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Acamarivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Acanvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Acciovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Aceathervirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Achlievirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Acionnavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Acridvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Actaeavirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Actinidiaevirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Actinovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Adahivirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Adahmuvirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Adaiavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Adovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Adrianbuildvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Aegirvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Aequorvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Aerosvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Affertcholeramvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Afonbuvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Ag3virus,genus,2017,2018,MSL32,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Agatevirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Ageyesisatellite,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Aghbyvirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Aglavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Agmunavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Agnathovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Agnivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Agrican357virus,genus,2016,2018,MSL31,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Agricanvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Agtrevirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Aguamentivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Aguilavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Ahaonvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ahduovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Ahjdlikevirus,genus,2012,2014,MSL27,MSL29,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Ahotrevirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Ahphunavirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Ahtivirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Ailurivirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Akedovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Akihdevirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Akiravirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Akonivirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alachuavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alasvirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Albetovirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Alcestovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Alcyoneusvirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Aldhiuvirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Aldormivirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Alefpapillomavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Alegriavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alehndavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alehxovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Aleptorquevirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alexandravirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
Aleyavirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Aleybvirus,genus,2022,2024,MSL38,MSL40,current,current,,,,,
Alfamovirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Alfirinvirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Alisovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Alkesdovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Allexivirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Allolevivirus,genus,2005,2019,MSL23,MSL35,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Almendravirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Alohovirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Alohrdovirus,genus,2020,2022,MSL36,MSL38,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Alpha3microvirus,genus,2015,2018,MSL30,MSL33,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Alphaabyssovirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Alphaarterivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Alphabaculovirus,genus,2008,2024,MSL24,MSL40,current,current,,,,,
Alphacarmotetravirus,genus,2011,2024,MSL26,MSL40,current,current,,,,,
Alphacarmovirus,genus,2015,2024,MSL30,MSL40,current,current,,,,,
Alphacedratvirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Alphachrysovirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Alphacoronavirus,genus,2009,2024,MSL25,MSL40,current,current,,,,,
Alphacrustrhavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alphacryptovirus,genus,2005,2012,MSL23,MSL27,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Alphacystovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Alphacytorhabdovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Alphadintovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alphadrosrhavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alphaendornavirus,genus,2016,2024,MSL31,MSL40,current,current,,,,,
Alphaentomopoxvirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Alphafilamentovirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Alphafusarivirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Alphafusellovirus,genus,2012,2024,MSL27,MSL40,current,current,,,,,
Alphaglobulovirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alphaguttavirus,genus,2012,2020,MSL27,MSL36,unknown,sequence-required,,,,,Members not traceable by name or taxon_id (the MSL40 taxnode change affects recent genus renames). Resolve via the VMR exemplar accession.
Alphagymnorhavirus,genus,2023,2024,MSL39,MSL40,current,current,,,,,
Alphahydrivirus,genus,2024,2024,MSL40,MSL40,current,current,,,,,
Alphahymrhavirus,genus,2020,2024,MSL36,MSL40,current,current,,,,,
Alphahypovirus,genus,2021,2024,MSL37,MSL40,current,current,,,,,
Alphainfluenzavirus,genus,2017,2024,MSL32,MSL40,current,current,,,,,
Alphaletovirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Alphalipothrixvirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Alphamesonivirus,genus,2012,2024,MSL27,MSL40,current,current,,,,,
Alphamononivirus,genus,2018,2024,MSL33,MSL40,current,current,,,,,
Alphanecrovirus,genus,2012,2024,MSL27,MSL40,current,current,,,,,
Alphanemrhavirus,genus,2018,2024,MSL34,MSL40,current,current,,,,,
Alphanodavirus,genus,2005,2024,MSL23,MSL40,current,current,,,,,
Alphanucleorhabdovirus,genus,2019,2024,MSL35,MSL40,current,current,,,,,
